text	category	polarity
set oldukca guzel ve sık bir ambalajda. ancak karton ambalajın  bu seti uzun süre saklayacağını düşünmüyorum. yine de fiyatına gore yeterli denebilir.	dvd	positive
dıger romanları gıbı ama bıraz dılı agır olmus hersey romanın sonunda tamamlanıyor sonu cok etkıleyıcı okumanızı tavsıye ederım  bıde lalerının bu kadar guzel anlatıdıgı baska bır yer yoktur ....	books	negative
tasvirler akıcı dil herşeyiyle mükemmel bi yazıt. ancak 350 380 arası sayfalar hep karısmıstı. belki sadece bana gelen kitap böyle.	books	negative
film gerçektende insanın canını sıkmıyor ortalardan sonra hele filmin nasıl bittiğini anlamıyorsunuz çok akıcı ve konu olarakta orijinal bir film, keanu nunda performansı 10 numara	dvd	positive
ürünü yaklaşık 1 ay önce satın aldım. tek kelimeyle süper.sesler inanılmaz canlı çıkıyor. fiyatı çok uygun, marka zaten tartışılmaz. alacaklara şiddetle tavsiye ederim.	electronics	positive
ben şahsen izlerken hiç korkmadım, pek gerilmedim... hatta azıcıkta sıkıldım işin doğrusu	dvd	negative
harika bir kitap bir nefeste oku tadı damağında kalsın ne büyük bir aşk mevlana şems aşkı allah aşki eline sağlık elif şafak	books	positive
hikaye insanı yormadan sonderece dinlendirici bir şekilde ilerliyor. kitabı okumak son derece keyifli sayfaların nasıl ilerlediğini farketmiyorsunuz bile...son zamanlarda okuduğum en güzel kitaplardan biri... herkes okumalı...	books	positive
sürükleyici bir kitap olduğuna katılıyorum kısa sürede bitiyor olay sizi götürüyor ama iyi  bir polisiye mi hayır sonu belli şaşırmıyorsunuz	books	negative
daha iyi birşey bekliyordum ama umduğumu bulamadım.çok esrarengiz değildi açıkçası.iyi bir macera ve polisiye olduğunu söyleyemeyeceğim.okunur mu diye sorarsanız okunur,çok sıkmıyor	books	negative
hem uygun fiyat hem görünüş açısından muhteşem görünüyur tavsiye ederim.ben almadan önce bütün yorumları okudum yorumlarınız bizlerle paylaşan arkadaşlara teşekür ediyorum	kitchen	positive
ürünü bugün aldım genel anlamda kullanışlı fiyatına göre kaliteli tavsiye ederim, kulakları yormuyor, ses kalitesi iyi sadece biraz kaba başka bir şey yok mikrofonu henüz deneyemedim	electronics	positive
piyasadaki diğer muadillerine göre kalitesi yüksek çift taraflı kullanılabilir olması ürünü daha kullanışlı hale getiriyor.çok ağır kapağı yok ama zaten çok fazla baskı uygulamaya gerek kalmıyor.ısınma gücü gayet yeterli.kullanışlı bir ürün fiyatıda uygun tavsiye ederim	kitchen	negative
tipik bir grange kitabıydı. her ne kadar sürükleyici, heyecanlı ve gizem dolu bir kitap olsa da yazarın tüm kitaplarını ele aldığımızda bence en kötüsüydü. yani iyilerin kötüsü. övgüyü elbette hak eden bir kitap ama bazı bölümlerini zar zor okuduğumu da itiraf etmeliyim. bir grange hayranı olarak daha iyisini beklerdim ama bunların hiçbiri okumaya engel değil. kitaplığımın en ön sıralarında yerini aldı yine de...	books	positive
ürün yaklaşık 4 gün içerisinde elime ulaştı denizli de servis de olması bir de bu fiyata olunca herkes ben gibi şaşırdı cidden güzel makina iyi yıkıyor ekonomi programı da mevcut almak isteyenlere tavsiye ederim.	kitchen	positive
mel gibson gibi başarılı bir yönetmenin 3.yönetmenliği.filmin bazı yerleri gerçektende mide bulandırıcı bir hal alabiliyor fakat içerdiği dini vede duygusal temalarla aynı zamanda mel gibsonun klasik yönetmenlik anlayışıyla karşımıza seyredilmesi gereken bir film çıkıyor	dvd	negative
philips markasının belirli kriterleri gözetmesi açısından ses kalitesi çıtasını gözardı etmemesi gerekirdi.ürünü kullandım klasik kulaklık işlevi açısından yeterli yalnız müzik keyfi diyorsanız egerki daha hassas ses veren kulaklıkları deneyin derim	electronics	negative
bulaşık makinası ilk defa kullanıyoruz. başka ürünlerle karşılaştıramam ama işimizi fazlasıyla görüyor. öyle çok programlı makinalara bakmaya gerek yok. o programları kullanmayacaksınız bile. güzel bir ürün bulaşıkları musluğa değil makinaya yığın. dolunca çalıştırın. tertemiz çıksın. ürün geldiğinde servisi arayın ücretsiz kursunlar teşekkürler	kitchen	positive
mükemmel bir filmi bu basit üçüncüyle tamamladıklarında çok hayal kırıklığına uğramıştım ama ilk ikisini görüp bunu izlemediyseniz bence üçlemeyi tamamlayın sizinde bir fikriniz olsun.	dvd	negative
şahsi fikrim hiç beyemedim insanin içini kapatiyor ve çok duegun bir filim hikayede son derece klişe.. karku desen değil gerilim desen değil yazik o kadar reklam ve prodüksiyona	dvd	negative
bende almadan önce tereddüt ettim.servisine sordum yorumları okudum sonunda almaya karar verdim.fiyatı çok uygun.ürün kısa zamanda elime geçti. hepsi buradaya teşekkürler.	kitchen	positive
kitap kapağına baktığımda oldukça eğlenceli olabileceğini düşündüm.beklentim çok yüksekti  ancak beklentimi karşıladığını pek söyleyemeyeceğim.kısa süreli boşlukları doldurmak için okunabilir.	books	negative
g.kore sinamasından çıkmış tüm zamanların en iyi filmi... her sahnesi etkileyici, her geçen diyalog ayrı bir vurucu. kesinlikle izlenmeli ve arşive katılmalı...	dvd	positive
tam anlamıyla beklediğim gibi değildi. bir çok önemli detayı koymamışlar. örneğin voldinin konşması kısa olmuş, barty crouch sonunda öldürülmedi... gibi şeyler ama diğer filmler arasında en sevidiğim film buydu. mutlaka alın ve arşivinizde bulunsun.	dvd	positive
harry potter ın vampir üzerine yazılmış serisi gibi.anlatım güzel akıcı alacakaranlık serisini okuduktan pek güzel vampir romanı çıkacağını sanmıyorum.ama ben illede vampir romanı okuyacağım diyorsanız.tavsiye ederim.	books	negative
ürün elime siparişinden sonra 1 gün içinde ulaştı.hepsiburada.coma ve yurtiçi kargoya teşekkürler  ürüne gelince ipodum için aldım.iyiki almışım.son seste ne basslar tizlere karışıyor nede kulağınız rahatsız oluyor gürültüden.... doyurucu ve net bi  ses çıkışına sahip.resmen dış dünyayla ilişkinizi kesiyor.o kadar ki yolda yürüyerek müzik dinlerken arabaların korna seslerini duymamışım,kaza tehlikesi bile atlattım. şaka bi yana tavsiye ediyorum bu ürünü.	electronics	positive
ben bu ürünü alalı uzun bir süre oldu ürün çok kullanışı fiyatı piyasanı çok altında  ürün piyasadaki tost makinalarından çok kaliteli  ama ısı ayar düğmesi bulunmaması  ii biraz zorlaştıryor aynı zamandada  parçalarının çıkmaması temizlik sıkıntısınıda  birlikte getiriyor alacak olan arkadaşların bunu göz önünde bulundurmalarını tavsiye ederim bunun haricinde genelde iyi	kitchen	negative
siparişi verdim.. diğer pahalı ürünler ile arasında bir fark göremedim... teknik servis olarak arçelikin ilgilenmesi daha da güzel yaptı... fiyatına göre gayet iyi...	kitchen	negative
kitabın sonu yani katil süpriz. orası tartışılmaz ama bence hikayede çok fazla ayrıntıya giriliyor ve hikaye biraz yavaş ilerliyor gibi geldi bana. buda zaman zaman sıkabiliyor sanki. yinede kurgusu, hikayesi sağlam bir kitap.	books	negative
kitap fena değil, dili akıcı bir dille yazılmış ama birçok yerinde insanın uykusunu getiriyor, heyecanlandırmıyor.eğer gerçekten çok kitap okuyorsanız yada iyi bir okuyucuysanız, ,bu kitap sizi sıkabilir, çünkü aşırı masalımsı bir kitap...	books	negative
spielberg adına çok ilgi gören bu film beni halay kırıklığına uğratmasada beklediğim kadar iyi değildi...	dvd	negative
kullanan arkadaşlar acaba yeterince ses çıkıyormu görünüş olarak güzel ama ses daha önemli tabi bas lar en önemlisi. ses kalitelidir kulak içi kulaklık kullanmıstım cok memnun kalmıstım. bundan emin olamadım	electronics	negative
konusu cok ilginc bir film. evde ailenizle birlikte boş zamaninizi geçirmek istiyorsaniz sikilmadan izleyebileceğiniz bir film	dvd	negative
heyecanla okumaya başladığım firarperest elif şafaka hiç yakışmamış, çok acemice yazılmış bir kitap ,ilk yüz  sayfasını okudum ama kitabı bitirebileceğimi sanmıyorum.	books	negative
bu kadar salak bi asker topluluğu ancak böyle bi filmde biraraya gelir heralde,izlemeye değmez..	dvd	negative
anneler günü için aldım bu makineyi. fiyat olarak kıyaslanınca tedirginlik yaratabilir ama kullanımına bakınca diğer ürünlerin isimlerine para verdiğinizi anlayacaksınız. kaliteli ucuz ücretsiz kargo olarak eve geldi kurulum servise ait. herşeyiyle mükemmel	kitchen	positive
siparişi ordu dan verdim. ürün 3 günde geldi. yorumlarda kırılgan yapısından bahsedilmiş, ama ben yinede creative kalitesine güvenerek aldım. ses konusunda hiç bir çekinceniz olmasın gayet sağlıklı. bas ve tizler kulağa gayet güzel geliyor. yapısına gelince. resimde büyük gibi görünüyor ama göründüğü kadar büyük değil. yorumlardan bahsedildiği gibi gerçekten kırılgan. ürünü almadan önce nasıl kırıyorlar diye merak etmiştim. iki defa kırıp yapıştırdım. vidalar ile tutturulmuş yerlerden kırılıyor. o yüzden kullanırken kulaklığı fazla germemeniz gerekiyor. nazik bir kullanımda gayet uzun ömürlü. eğer bu kadar kırılgan olmasaydı bu kadar ucuz olmazdı. creative ye güvenin.	electronics	negative
yorumları okuyunca merak edip kitabı aldım, ilk defa bu tarz bir kitap okuyorum. kitabın ilk 200 sayfasını özet yaparsak 1-2 sayfayı geçmez bence. bizim türk klasiklerinin yanında kitap bile sayılmaz..yorumlar bence fazla abartılı o kadar da muteşem bir hikaye olmadığını düşünüyorum.	books	negative
hoparlör mü aldım kulaklık mı aldım bilemedim . son ses açtığım zaman masanın üstüne koymam yeterli oluyor . kulağa takmaya gerek yok	electronics	positive
ürünü aldım hemen bir gün sonra teslim edildi telefon ınternet bağlantısında dahi süper sadece vodafane kullanıyorum. ınterneti biraz yavaz oda sanırım hattan kaynaklanıyor. bu fiyata telefondan ne bekliyorsanız hepsi var.	electronics	negative
kullaklığın dışında profosyonel mikrofon başarılı ses kayıtları ve karaoke için çok uygun çok net skype ve msn görüşmeleri için ideal	electronics	positive
izlediğim en sıra dışı ama etkileyici bir aşk filmi kesinlikle ve kesinlikle izlemenizi tavsiye ederim türkçe si cesaretin var mı aşka mutlaka arşivinize bu filmi alın	dvd	positive
yorumlara bakarak aldığım bir kitap bu, ilk kitabı da aldım, bu ikinci kitap, dün itibarıyla her 2 kitabı da okumuş biri olarak şunu söyleyebilirim. her ikisi de güzel ama öyle abartılacak kitaplar değiller.	books	negative
valla resme aldanıp da aldım. meğer stüdyo kulaklığı değilmiş, gerçi fiyatlardan biliyorum bu fiyata öyle bir kulaklık bulunmaz ama gene de aldım, hem ucuz hem de en çok satan olduğu için. memnunum ama kutudan kullanım ya da başka bir şeye dair hiçbir dokümanın çıkamaması iyi olmadı. çünkü aldığımın 1. haftası olmadan, tam oturmuyor diye sağ kulaklığı biraz daha aşağı çekeyim derken kökünden kopardım. benim gibi koca kafalılar için ideal değil yani neyse tamir ettim ve kullanıyorum. bas özelliği var ama tabii ki çok da kaliteli değil. hoş.	electronics	negative
seyrettiği kadarıyla idare eder bir film. ama öyle abartıldığı kadar değil	dvd	positive
ahmet ümitin şimdiye kadar 7-8 adet kitabını okudum. ama içlerinden en güzel olanı istanbul hatırası diyebilirim. gerçekten çok güzel roman yazıyor. romanın içerisinde insan kendinin sürüklendiğini hissedebiliyor. iki kitabını daha sipariş ettim. bütün kitaplarını okumayı düşünüyorum.	books	positive
ürün elime geçti kullandım.gayet güzel bence.çok çabuk ısınıyor.hemen tost yapmaya hazır hale geliyor.ben tek dezavantajı plakalar yerinden çıkmıyor malasef.bezle temzilik yapmanız gerekiyor	kitchen	negative
son zamanlarda seyrettiğim en iyi kurgu biyebilirim, kadroda süper olunca cidden seyredilecek bir yapım çıkmış ortaya insan seyrederken beyin cimnastiği yapmak zorunda kalıyor adeta...tavsiye ederim.	dvd	positive
ismi ve konusu çok ilgimi çektiği için okumaya başladım. ama gerçek sıkıcı, boğucu, sonu bir türlü gelmeyen bir kitap. okumayanlar hiçbirşey kaybetmez. yazarın bir kitabı daha var elimde valla başlamaya korkuyorum. tam bir zaman kaybı...	books	negative
kulaklık geldiği gibi tüm uç tarz müziklerle denedim. şöyle ki;  - black metal, death metal, metalcore - blues, jazz - pop, rock&pop, rock - electronic, rap, hip-hop, r&b, dubstep, trance - tsm, türk halk müziği,  bu müzik tarzlarından hepsinde fiyat & kalite kombinasyonu açısından son derece başarılı performans sergile. bu fiyata daha kalitelisini bulmak neredeyse imkansız.  bass açısından ipod da son ses açmama rağmen çatlama yapmadı, treble açısından ise kulak tırmalayıcı bir sorun yaşatmadı, overall gayet net ses veriyor.	electronics	positive
bu yazarın diğer kitabını okudum ve beğendim. bu yeni kitabını görüncede hemen aldım. umarım bu kitabın kurgusuda diğeri gibi güzeldir.	books	negative
kesinlikle ve kesinlikle herkes okumalı.çok müthiş betimlemiş o dönemi yaşıyorsunuz.mevlana ile tebrizli şems in aşkını günümüze uyarlıyor.çok özel ilişkiler var.çok etkileyici	books	positive
bu paraya bundan daha iyisi yok herhalde bence iyi makina  nede olsa beko garantili benim aldığımda biraz daha fiatı yüksekti teslimattan korkuyordum geç gelir diye ama yanılmışım 3 günde teslim oldu	kitchen	positive
david lynch sevenler belki filmi beğenebilir ama bana çok durağan ve sıkıcı geldi.	dvd	negative
cep telefonumda kullanmak için aldım, basları öyle tizlerin üzerine çıkmıyor ve ayarında rahatsız etmiyor, her tür müziği sınıfında kaliteli şekilde size dinletiyor, indirimden aldım 1 günde elime geçti, cep telefonum beyaz olduğu için beyaz sipariş verdim şık görünen bir kulaklık ve küçük boyutuyla üzerinizde de güzel görünüyor, dışarıda son ses dinlemek pek yararlı olmaz çünkü diğer yorumlarda da belirtildiği gibi dışarıyla ses olarak tüm bağı kesiyor, müzik açık değilken tempolu yürümede kalp atışlarınızı dahi hissedebilirsiniz neredeyse, kalitesi sesi ve uygun fiyatıyla sınıfında alınabilecek bir ürün. tavsiye ederim.	electronics	positive
bu ürünü almadan önce hakkında hiç bi bilgim yoktu sadece burdaki yorumlara dayanarak aldım.bu fiyata göre iyi bir kulaklık, seklı de cok hos kaba durmuyo,uzun süreli kullanımdada rahatsızlık vermıyo,ses bakımından da ıyı bır  kalıtesı var kısacası aldıgım için pişman değilim.tavsıye ederim	electronics	negative
sinemada oynayip dvd si en gec cikan filmlerden biri herhalde.dayanamayip ingiltereden ozel versiyonunu getirtmistim ama turkce altyazilisini tekrar aliyorum.ozellikle koleksiyon sahibiyseniz mutlaka arsivinizde olmasi gereken bir film	dvd	positive
herkese gönül rahatlığıyla tavsiye ediyoruz gerçekten muhteşem bir üründür fakat gelmesi iki haftayı buldu kapıda teslim alıyoruz servis montaja iki günde ancak geliyor onun harici çok muhteşem bir ürün ortama çok yakışıyor allah cc. herkese güle güle kullanmak nasip etsin selamlar.	kitchen	positive
merak uyandırıyo evet ama kitapta sonuç yok sonun da hiç birşey olmuoyo..piramitteki bilgi neydi?? bence kitap yarım bırakılmış.en merak uyandırılan yer açıklanmamışşşş	books	negative
ahmet ümit şüphesiz türkiyenin en iyi polisiye roman yazarı. kitabın başlarında hatta kitabı okurken bitmicek bu kitap diyorsunuz, kitap 550 sayfa sırf elinize aldığınız için bitirmeye çalışıyosun kitap 500. sayfaya kadar hiç birşey hissettirmiyor size  ama finaline inanmıyor insan, kitaba farkında olmadan kapılmış hatta içinde buluyorsunuz artık benim tek yaptığım ahmet ümit okurken sonucunu tahmın etmemeye calısıyorum cünkü her seferinde beklemediğim sonucla karşılıyor yazar beni.. teşekkürler ahmet ümit..	books	positive
çok şık görünüyor yalnız çekişi iyi değil birde 3 adet toz torbası olması gerekirken kutudan oda çıkmadı 1800 watlık bir süpürgenin çekişi daha iyi olmalı	electronics	negative
1200 wat olmasından dolayı fazla ısıtmıyor ama ben memnunum benim odam küçük bana yetiuor.	electronics	negative
3 gun once sıparıs vermıstım bugun elıme gectı..hemen deneme yaptım bende n97 mını var..ve sese ınanamadım cok net ve mukemmel yuksek performans aldım cok begendım verdıgım paraya degdı..hepsıburadaya cok tesekkur ederım..alacak arkadslara tavsıye ederım..	electronics	positive
ne kadar çok ödül almış bu film, izlerken bilmiyordum.hoş kareler var ama bir tarafı eksik kalmış hissi uyandırdı bende, beklediğim gibi çıkmadı.	dvd	negative
yorumlara bakarak aldığım bu üründen çok da memnun değilim. 1) sıradan bir şarjlı süpürgeden pek de bir farkı yok. çekiş gücü ucuz, düşük voltlu süpürgelerden çok da bariz yüksek değil. 2) tasarım hatası var. ucuyla toz hanesi arasındaki kalan bölgede tüy yumajı kalıp sıkışıyor ve çekiş çok çok azalıyor. ve bu tüy yumağı çok zor çıkıyor çünkü ince ve ulaşılması güç bir alana sıkışıyor. iyi yanları ise: döner fırçası epey işe yarıyor, fazla ağır ve sesli değil, normal. şarjın dayanma süresi fena değil. sonuç olarak bu paraya pek de değmez. 30 tllik şarjlı süpürgelerden tek farkı döner fırçası.	electronics	negative
anneme hediye olarak aldım çok memnun süper ürün hele bide bu fiyata bu kalitede bir makine bulmak imkansız ötesi diyebilirim almayı düşünen herkese şiddetle tavsiye ediyorum.	kitchen	positive
ürün elime geçer geçmez kullandım,gayet güzel,özellikle fiyatına göre kullanımı ve tasarımı gayet şık,ve bütün bunlara philips markası eklenince gayet güzel,tavsiye ederim.	electronics	negative
çok özellikli kullanışlı ben aldım bizzat denedim.çok güzel herkeze öneririm.çayı demlemesi bekleme süresi süper bu fiyata bu çaydanlık harika	kitchen	negative
kitap anlaşılır ve akıcı bir uslüpla yazılmış.sürükleyici gerçekten.hemen bitiresiniz geliyo,bir soluk da okuyorsunuz.kitabın konusu,kitaba ilk başladığımda çok sıradan geldi ama kitabı yarıladıktan sonra adete sürükledi beni.sonunu öğrenmeden de elimden bırakamadım.canan hanımın romanlarının çoğunu okudum ve hepsinin sonu hicranla bitiyo yanı hiç mutlu sonu yaşayamıyoruz.zamanı gelmedi mi canan hanım,mutlu sonla biten ve diğer kitaplarınızda ki gibi bir soluk da okuyacağımız bir romanın.	books	positive
birçok ürüne baktım en güzeli bu geldi. umarım bu ürünü tercih ettiğim için pişman olmam. şimdi siparişi veriyorum. herkese yorumları için teşekkür ediyorum.	kitchen	positive
oscarların tamamı politik olarak verilmiş...sonuna kadar oscarlık birşey aradım ama maalesef. bomba imha ekibinin görev süresince yaşadığı olaylar günlük gibi anlatılmış. sadece bu var. boşuna para harcamayın derim.	dvd	negative
hiç beklediğim gibi çikmadi.  bilmece gibi çöz çözebilirsen.	dvd	negative
bu fiyata iyi bir ürün,sesi fazla değil ama kalitesi güzel tavsiye edilir.yalnız izmir de olmamıza rağmen siparişin elimize geçmesi 8 gün.hepsiburda ya teşekkürler.	electronics	negative
katı meyvelerin suyunu yeterince sıkmıyor verim %50 oranında ayrıca cihazın bir posa kabı olmasına karşın 5 ayrı parçası posayla doluyor 2 katı meyve sık 5 parça posa temizle tercih sizlerin	kitchen	negative
sürükleyici, heyecan verici bir eser. yazarın okuduğum ilk kitabı. istanbulu geziyormuşcasına bir çoşkuyla akıyor. teşekkürler. kitabın durumu sıfır eksik sayfa yok. orjinal ve bandrollü. dr dan aldığım kitaplarda eksik sayfalar vardı . hepsiburada da böyle bi durum yok.	books	positive
efekt açısından başarııl olsa da ne yazık ki ilk iki filmin tadını vermektn uzak bir yapım. yine de fiyatı bu kadar uygunken, mumya serisini sevenlerin arşivlerine katmasında yarar var.	dvd	negative
ürünü aldım, tedarik süreci çok iyi ertesi gün elime ulaştı. serviste bir sonraki gün kuruluma geldi, servisin ilgisi çok iyi. makineye gelince; bazı arkadaşlar kurutmuyor falan demiş, hiç bir problem olmadı bende gayet kupkuru ve tertemiz çıktı. o arkadaşlar muhtemelen parlatıcı koymayı unuttu makineye. makine gayet sessiz. bulaşıklar tertemiz. fiyatı da uygun kaçırmayın derim.	kitchen	positive
kitapla ilişkisini korumuş çok güzel bir film	dvd	positive
sürekli aynı kelimeler aynı cümleler çok sıkıldım. hem herkes aynı buhranları bu kadar yüksek oranda yaşayacak diye bişey yok. kitabın adıyla daha farklı şeyler beklemiştim. ama bu sefer elif şafaktan aradığımı bulamadım. çok sıkıcıydı.	books	negative
1 hafta oldu tv yi alalı özellikleri bayağı var ses kalitesi çok güzel fakat görüntü beni tatmin etmedi içinde olan hd uydudanmıdır bilemiyorum bir sürüde ayar yaptım istediğim gibi olmadı bazı kanallar çok güzel bazılarında ise alt yazılar geçtiğinde nerdeyse okunamıyor diyebilirim kanal geçişi çok yavaş diğer özellekileri ile tv gayet iyi	electronics	negative
son zamanlarda izlediğim hiç kuşkusuz en sürükleyici filmlerden. dan brownun kitaplarında yer alan heyecan unsuru filme çok iyi aktarılmış. alıp keyifli bir 2 saat geçirebilirsiniz; ama bir daha izlenir mi? bence izlenmez.	dvd	negative
bu film gerçekten de izlediğim fransız filmleri içinde amelie ile birlikte en üst sıramdadır..aşkın bu kadar yoğun ve güzel anlatıldığı bir film zaten beklense beklense fransızlardan gelirdi onlarda neler yapabileceklerini ortaya koymuş hünerlerini göstermişler	dvd	positive
makinayı kullanmaya başlayalı 2 hafta oldu. ürünün 2 programlısını bir mağazada diğer makinelerle kıyaslayıp bu ürünün 4 programlısını hepsiburdadan piyasa fiyatının çok altında bir fiyata aldık. bulaşık yıkama derdinden kurtulmakla birlikte gerçek temizliğin ve parlak bulaşıkların tadına şimdi vardık. özellikle 30 dakikalık programı sayesinde tasarruflu bir şekilde bulaşık yıkamaktayız. arçeliğin yan ürünü olan bu ürünü herkeze tavsiye ederim.	kitchen	positive
film görsel efektleriye etkileyici ama finalinde tam bir hayal kırıklığına uğradım, konu olarak insanı derin düşüncelere sürüklüyor	dvd	negative
çok memnunum ürünlr zamanında ve hasarsız olarak teslim edildi.herkese tavsiye ederim.hemde piyasa fiyatlarının altında aldım.bu siteye güvenebilirsiniz.çok teşekkür ederim site yöneticilerine	kitchen	positive
annem almıştı kendine memnun kaldığımız için benim çeyizede aldık ablamada aldık haydi genç kızlar çeyiz için bundan alın boşuna diğer markalara para dökmeyin ellerinizi çürütmeyin... saygılarımla:-)	kitchen	positive
kulaklık yeni elime geçti şuana kadar kullandığım.en iyi kulaklık.bu fiyata bu kalite tahmin etmiyordum.burdaki yorumlara güvenerek aldım´.ve çok memnunum daha önce philips kulaklıkları tercih ediyordum philips bunun yanından bile geçemez.ses kalitesi çok iyi özellikle bass  muhteşem derecede iyi.	electronics	positive
makinanın çalışıp çalışmadığı konusunda şüphemiz dahi oldu. zamanla çalıçştığının farkına vardık. sıkmada 1200 devirde epeyce bi ses yapıyor onun haricinde yapmıyor. birde çamaşırlarda metal aksan varsa o ses yapıyor.	kitchen	negative
"ne yalan söyleyeyim, çok daha büyük beklentilerim vardı kitabı alırken. beğenip beğenmemek tabiki göreceli bir şeydir ama açıkçası okuduktan sonra kitabın biraz fazla abartılmış olduğunu anladım. konusu son derece ilginç, ilgi çekici. yazarı bu konuda tebrik etmek lazım. ama olumsuz yönleri (bana göre) şunlar bence: birincisi; kitabın başında olaylar çok ani ve hızlı gelişiyor. başlarda biraz uçmuş yazar. ikincisi; anlatımda bazı sorunlar var bence. örneğin bir konudan heyecanlı bir şekilde bahsederken diğer paragrafta aniden başka bir şeye geçiyor, ""ne oluyor be?""  dedirtiyor insana. ve sonuncusu; (bu durum bence çevirmenlerden kaynaklanıyor) çok fazla yazım hatası, anlatım bozukluğu ve tercüme yanlışları var. bu durum okurken dikkatli okuyucuların sinirini bozabilir, bende olduğu gibi. ama ne olursa olsun, tabiki aldığıma pişman değilim. herkese de tavsiye ederim. ben yorum yazan çoğu arkadaş gibi bir solukta değil de üç günde bitirdim ama soran arkadaşlara gönül rahatlığıyla tavsiye edebilirim. kaçırmayın ama çok da fazla bir şeyler beklemeyin. iyi okumalar..."	books	negative
ürünün ses çıkışı gerçekten çok kaliteli, kulaklığı taktığınız zaman nerdeyse hayatla bağlantınız kesiliyo, kulaklık kısmındaki sünger sayesinde hem kulağınızı rahatsız etmiyo hem de kulağa tam oturuyo, tavsiye ederim	electronics	positive
fiyatına göre oldukça güzel ve kullanışlı bir ürün. ses kalitesi iyi. yapısı güzel, kulağı ve başı rahatsız etmiyor. olumsuz bir yanını görmedim. düşünenlere tavsiye ederim.	electronics	negative
bir arkadaş tavsiyesi olarak aldığım creative ep630 dan çok memnunum. bas sesleri gayet iyi iletiyor ayrıca gercekten dış ortamdan kulağınıza çok çok az ses geliyor dolayısı ile izolasyonu çok iyi. fiyat kalite performansına bakılacak olununursa bence fazlasıyla fiyatının hakkını veriyor tavsiye ederim.	electronics	positive
anneme hediye almak istedim. oldukça güzel bir tost makinesi. paslanmaz yapısı ve dayanıklı iç kaplaması ile uzun süre kullanılabilecek bir makine. tek eksiği ise bence makinenin kapağını sıkabilmek için gerekli alt kolun olmaması. sadece tost ekmeği ile tost yapmayanlar için ufak bir problem olabilir.	kitchen	negative
eşime doğumgünü hediyesi olarak aldım, gerçekten de piyasanın en uygun fiyatı iyiki almışım. artık çevremdekiherkese almayı düşündükleri kitapları hepsi.burada.com a bakmadan almamalarını söylüyorum	books	positive
görüntüler gerçekten çok iyi arabaların dönüşümü, çarpışma sahneleri başarılı. ancak senaryo sıradan, çok bir şey beklemeyin. eğlenceli vakit geçirebileceğiniz bir film	dvd	negative
uzun zamandır okudugum en harika kitap. sizde yuregınızde dalgalanmayı hıssedıp  tum bedenınızı  sarmasını ıstıyorsanız mutlaka okuyun. keşke hıc bıtmese kıtap dıyorsunuz...	books	positive
truva mükemmel bir film.mutlaka seyretmelisiniz.çarpıcı.dramatik zeka ve görsel ihtişamla dolu dalga dalga bir heyecan.*****	dvd	positive
"aslında olay çok basit.zaten akıllarda olan ""kurt adam mı vampir mi?"" sorusunu önceden davranıp ilk o kullanmış.ergenlerin hoşuna gideceği sıradan bir kitap.bir şeyler öğrenmek istiyorsanız boşu boşuna para ödemeyin."	books	negative
piraye yi çok beğendim. benim çok beğenerek okuduğum kitaplardan biri. 15 gün oldu bitireli hala etkisindeyim.tavsiye edebileceğim bir kitap,bence mutlaka okuyun.	books	positive
ürün çay makinesi ile geldi ve iş yerinde arkadaşlarla ortak kullanıyoruz. biraz hızlı pişiriyor kahveyi ama üstündeki düğme sayesinde açıp kapatarak daha yavaş pişirmesini sağlıyorum. memnunum.	kitchen	negative
yazarın henüz ikinci kitabı olması dolayısıyla, fena değil.kitapta bolca keder (dünyanın acımasız gerçekleri) var.bazı yerlerinde biraz daniella steel okudum sanki.öyle uzun süre unutulmayacak,bittiği için insanı üzecek tarzda, sarsıcı bir kitap değil.beklentilerimin altında kaldı...	books	negative
kitap okumayı sevene birisi olarak ahmet ümitin tüm serisini okuya çalışıyorum. epey kitabını aldım. bu kitabını da severek okudum. diğer kitaplarını da ilgiyle bekliyorum.	books	negative
yeni nesil ajan filmindeki van diasel ve bruce abimizin oynadıkları komedi filmleri beni eglendirdi dogrusu,ben de vcd formatında vardı. e bruce için de dvd sini almak adama koymaz gibi geliyo bana..haksızmıyım?alın!	dvd	negative
termikelin ürünlerini daha öncede kullanmıştım .ankastresi çok güzel ve şık 10 gündür kullanıyorum çok memnunum fiyatıda çok uygun tavsiye ederim.	kitchen	positive
ürünün görselliği ve fiyatı çok iyi. servis elemalarıda kaliteli, ürünün olumsuz tarafı cam ocağın lekeleri belli etmesi. biraz titiz davranılırsa buda sorun olmaktan çıkar.	kitchen	negative
bu kitabı arkadaşımdan ödünç alıp bir nefeste okudum fakat doyamadım ikinci kez okumak ve kitaplığımda mutlaka bulunması gerektiğini düşünerek sipariş verdim.şems ve mevlanayla ilgili bilgi edinmek için okuduğum ilk kitap ve doğru yerden başladığımı okuyunca  anladım herkese tavsiye ederim	books	positive
ben hayatımda bu kadar kötü hazırlanmış bir dvd daha görmedim altyazıları sürekli yanlış yazıyor filme yazık olmuş muhtemelen dvd türkiyede hazırlanmış çok kötü	dvd	negative
