Country	Domain	ID	Polarity	Product	Rating	Software	Text
Qatar	restaurants	6542	Positive	ملك الكباب			  لك الكباب مطعم جميل يقدم كافه الاطعمة واحس ان الطباخين عندهم ذوق بالاكل يطبخون كافه الانواع تبين كباب اوكي تبين معكرونة برغر اي اي شيء وانصح الكل يروح له ^_^
Eygpet	Political	855	Negative				ثورة ثورة هيا ثورة ثورة ثورة ثورة حتى النصر ثورة فى كل شوارع مصر
Saudi Arabia	Fashion	1820	Negative	ديسيجوال			ما عجبني ابدا  الوانهم غير متناسقة بالملابس و سعر البلوزة العادية اقل شي ٣٠٠-٤٠٠  وخامتهم قطن من اللي ينقط
	Software	331	Positive		4.0	Tango 	برنامج رائع اتمنى يستمر بهذه الكفاءه
	Software	76	Negative		1.0	Instagram	التحديث الجديد فاشل بمعنى الكلمه لا يمكننى مشاهده الفيديوهات ارجو حل المشكلة
Saudi Arabia	restaurants	3396	Positive	فيروز جاردن			  قبل سنة واحدة طعمو زين والله ما عليه كلام بس اكلاته حلوة بس الاسعار مرة غالية كتير ما ادري عن غيري بس انا والله احسه غالي على العموم المهم اكله زين جربوه .........................
Saudi Arabia	doctors	1316	Positive	مركز دار ميرال لطب الأسنان			انا عملت تقويم عند دكتور عبدالرحمن العياش والله العظيم انه احسن دكتور بنات شباب اي واحد يبغى يعمل تقويم يروح عند دكتور عبدالرحمن العياش
Saudi Arabia	doctors	1298	Positive	عيادة الدكتور محمد شاكر هيتو			  قبل سنة واحدة انا جربت هذا الدكتور وكان مرة مريح كان عندي حب شباب والحمد الله كان الشفى بعد الله سبحانة وتعالى على يدة انا انصح فيه كثير الاستقبال عندهم روعة وزين وبعد عندهم المواعيد مرة دقيقة
Saudi Arabia	restaurants	3034	Positive	ثمار البحر			  قبل سنة واحدة السلام عليكم ورحمة الله وبركاته لماذا الغلاء يا اصحاب المطاعم البحر خيرة كثير واسعارة في متناول الجميع النظافة يجب ان تكون سريعة وعمل شفاطات للتهويه نخرج من الطعم وريحتنا بحري
Jordan	Fashion	1674	Positive	كوست			ازياء راقية،ممتاز لمن يبحث عن فرص الاسعار الجيده وقت التخفيضات
Saudi Arabia	restaurants	5692	Negative	الرومانسية			لابأس ليس كما كان منذ زمن
Saudi Arabia	restaurants	2839	Positive	بندور			  قبل 8 شهور احب خدمتهم مرة سريعة وزينة والاطعمة عندهم متنوعة وخفيفة مرة والاسعار مرة معقولة مهب غاليه ديكورات تهبل عندهم النظافة اكثر من ممتازة انا انصح فيهم بس مهب اوقات الزحمة لانهم باوقات الزحمة مرة بطئين واكيد السبب كثر الطلبات
Saudi Arabia	shopping	361	Negative	مركز الهرم التجاري			هو سلسله طويله من المحلات كانت فى الماضى بأسم اسواق مبارك ثم الان الهرم فى السابق كانت جيده اما الان اصبحت تجد بها عماله اكثر من انواع البضاعه المعروضه وخدمات سيئه جدآ وخامة البضاعه والاقمشه سيئه جدآ وتباع بأسعار عاليه جدآ
Qatar	restaurants	6494	Positive	مطعم السلطان			  لسلام عليكم اليوم رح أحكيلكم عن مطعم السلطان هاد المطعم منيح بس فيوه شوية عيوب أول شي ما في مكان للصف تاني شي كتير بطيئين بالخدمة صحيح فيوه هاد العيوب بس أكلوه كتير زاكي في عندهم شاورما وسندويشان ووأكلات عربية كتيرة بس أزكى شي عندهم هوه شاورما اللحمة أنا بنصحكم تاكلوها صراحة من أزكى الشاورمات في الدوحة كتير زاكية وسعرها معقول وأنا دايماً بجيب منوه وكمان الموظفين مناح في التعامل أنا بنصحكم تروحو عليه وتجربو الشاورما تبعتوه رهيبة صدقني رح تعجبكم !
Eygpet	Political	722	Negative				رئيس وزراء كاذب
	Software	753	Positive		5.0	Imo	جميل ولكن في مشكله بسيطه هوة برنامج جميل لمن ارسال الفيديو متطلع اغنيه بي ويتاخر بتشغيل
Saudi Arabia	restaurants	3305	Positive	عمو حمزة			  قبل عامين اروع سمك ممكن تاكله عند عمو حمزه وخصوصا المشوى بس اسعاره مرتفعه اشوى عن باقي المطاعم لاكن المحل منظم ومرتب والعاملين في منتهى النظافه
Qatar	art and culture	6144	Positive	متحف الفن الإسلامي			  انا استغرب انه في كتير ناس لسه ما زاروا المتحف الاسلامي،،، انا زرته اكثر من ثلاث مرات واي ضيف من خارج قطر بوديه اول شي هناك، مكان راقي ورائع وتنظيمة جدا ممتاز
Saudi Arabia	Fashion	1539	Positive	آفتر شوك			  قبل سنة واحدة هذا المحل يجنن كل الازياء عندهم تستاهل ان الواحد يزورهم حتى ولو كان ما يبغى يشترى بس يتفرج المحل من اروع المحالات الموجدة للازياء النسائية ما تلاقيها باي محل ثاني والقطعة عندهم ما تكرر ابد بس الاسعار مرة مناسبة وما لها مثيل مناسبة للجميع وما تحسها غاليه وعندهم ملابس للسهرة وملابس عادية يعني كل الى تبغى من ارقي الملابس للعادية والسهرة موجودة انصح الجميع بالزيارة وانا متاكدة انكم راح تلاقون الى تبغونة عندهم  
Kuwait	Cafes	4159	Positive	جافا ديتور			(جيد جداً) أنا جربته وايد حلو ، القهوة حلوة ، و انشالله سوف يتم انعقاد اجتماع جيران الكويت فيه في برج السور ، باذن الله سوف تحبون المكان ، مكان راقي و رايق ، يقدم السندويشات و الحلويات ايضاً اسعاره معقولة و العاملين جداً محترمين.أنصح الجميع يروحوله .
	Software	322	Positive		5.0	Twitter	جميل جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا
Qatar	shopping	6627	Positive	فيرجن ميغا ستور			  من احسن اماكن الالكترونيات بالدوحة و الافلام و الالعاب و حتى الكتب ، الخدمة ممتازة و دائما مواكبين التطورات و اسعاره زي اي مكان تاني بس على الاقل بتضمن جودة اللي بتجيبه
	Software	308	Positive		5.0	Twitter	كويس مره اكوس شي
Saudi Arabia	restaurants	2627	Positive	الرومانسية			  قبل سنة واحدة الله على الرز حقهم روعة مرة مميز ويجنن والاكل كله عندهم لذيذ والديكورات بعد حلوة مرة والاسعار زينة مهب غالية احسها مناسبة للجميع انا انصح الكل بهذا المطعم من جد
Saudi Arabia	Travel and Tourism	609	Negative	الخطوط الجوية العربية السعودية			"ياريت يعملو شي بالزيادات اللي فاضينها على تذاكر السفر . متل يجيبو طيارات جديدة 

وستف خدمات جديد و مضيفين جدد"
Saudi Arabia	restaurants	3496	Positive	لافيدا لاونج			(جيد جداً) قبل سنة واحدة مطعم جووه رومانسي وفخم و هادي .. واكله لذيييذ ،، وخدمته ممتازه .. وجلساته مفتوحه واللي يبي يحطون له بارتشن .. واسعاره فوق المتوسط بشوي يعني مقبوله ^^ مطعم يستحق الزياره ~
Kuwait	Public Services	4887	Positive	سفارة جمهورية هنغاريا			  سفارات تمثيل البلد وكذلك التواصل مع تلك الدول وتسهيل مهمات مواطنيها وتقديم الخدمات القانونيه لهم في تلك الدول عبر الطرق الدبلوماسيه المُتعارف عليها ،
Qatar	shopping	6690	Positive	كارفور			  افضل الاماكن للتسوق حيث تجد كافة ما يلزمك للمنزل وملابس وكل شيء بشكل عام يعجبني الالكترونيات والازوات الكهربائية فيه واسعارها جيدة ولكن غالبا ما يكون الازدحام عائق امام التسوق بسهوله فيه ولكنه يبقى المفضل لدي
Yemen	Political	508	Positive				افدي صراحتك يا فخامة الرئيس ربنا يحفظك وينصرك على الانقلابيين
Saudi Arabia	Bakeries and Goodies	1008	Negative	باسكن روبنز			كنت اول ما يمر اسبوع الا وانا اخذه من عنده  بس مرة خذيت ملك تشيك بالفرولة بعد ماشربتة كان في بالقاع شريحة فرولة اكلتها وحسيت فيها زي طعم الخماج  والحموضة الي تكون بالسوبيا القديمة والفرع الي جمب مطعم الاموي قفلوة تقريبا يومين وثالث يوم شفتهم متجمعين وواحد يكلمهم ومايدخلون احد  باختصار جدا سيء
Jordan	restaurants	5519	Negative	زعتر و زيت			هوه مكان منيح وزاكي بس اسعارة كتيرررر غالية يعني السندويشة الوحدة ب 4 دنانير وربع وهاد ارخص شي يعني بتحس حالك بسوق باريس عمبتاكل مش مطعم بشارع مكة
Eygpet	Political	301	Positive				شكرا فخامة الرئيس ولا تلتفت للوراء ولا اللي من ليس لديه اخلاق فالله يحفظك والله يعينك والله ناصرك بفضله
Jordan	restaurants	5362	Negative	هاشم			ماحد يروح عليه .... بكل بساطه مقرف والعمال اللي فيه اقرف منه .. والناس الها المظاهر والمشكله حتى المظاهر عنده بتقرف... والتلفزيون الاردني عمل اله دعايه ببلاش .. وصار الشباب ايقولو يلا ع هاشم بس منظره وصدقوني انهم قرفانين بس لانو مطعم هاشم . نصيحه للي ما جربه ،،،، احسنلك ما تجربه وروح كول ساندويش فلافل من عند الامير مقابل المسجد الحسيني..
	Software	29	Positive		5.0	Facebook	أنصح بتحميله جميل جدا ومساحته صغيره خفييييف جدا علي الجهاز ومش بيخليه تقيل بجد يستاهل عشر نجوم
Kuwait	Cafes	4163	Positive	دين أند دي لوكا			  من المحلات الراقية و عندما تدخله تشعر كأنك في أوروبا أو أمريكا وهو من المحلات الراقية و السعرها مرتفع و لكن عنده أشها الأطباق و مع تحياتي في نصائح أخرى و السلام عليكم .
Eygpet	Political	77	Positive				وفقك الله يادكتور مرسي في كل مسعى ولا تلتفت للفلول
	Software	977	Negative		1.0	Asphalt 14	هذا الاصدار سيئ جدا جدا وثقيل وهناك سباق enduro لعبته مره واحده وبعد ذالك عندما افتحها مره اخرها يخرج من العبه نهائي وهكذا اكثر من مره نرجو التعديل حدائق القبه
Yemen	Political	568	Positive				عاش الدنبوع العظيم...الرجل هذا يتحدث بعفوية ما بش في كلامة اي لوك أو حرافه
Jordan	restaurants	5480	Negative	سارة للمأكولات البحرية			متغيرين كتييييير بطئيييييييين جداً جداًجداً
Eygpet	Political	1	Positive				بارك الله في الشرفاء
Saudi Arabia	restaurants	5712	Negative	بياتو			الديكور وجميل والاكل لذيذ الاسعار مبالغ فيها الخدمة العاملين سئين جدا معلومة الاطباق كبيرة فلا حاجة للطلب الكثير بيتزا روزما بالبطاط ممتازة جدا
Saudi Arabia	restaurants	3436	Positive	كوخ البيتزا الدمشقية			  قبل سنة واحدة خطييييييير جدا و طعم العجين نفسه ممتاز انصح بتجربة فطاير اللبنة و فطائر البيض بالكرافت و فطاير السجق بالحبنة حلوة جدددددددددددددااااااا!!! و سعره مناسب قوى لوجبة افطار او عشاء و كمان ساندوتش الطعمية جميل قوى!!
Eygpet	Political	96	Positive				وفقك الله الى مافيه خيرا للبلاد
Kuwait	hotels	4563	Positive	منتجع هيلتون			  من أروع المنتجات التي دخلتها في الكويت ولديه أقسام كثيرة ممتدة على مساحات كبيرة، طبعا شاهدت في والبوفيهات المتنوعة التي تسر الناظرين وفيه شاليهات متميزة على البحر مباشرة كما شاهدت صالة أفراح مميزة يمكن استئجارها لإقامة الحفلات زوروا هذا المنتجع وستجدون الكثير
Kuwait	entertainment	4239	Positive	سينما الفنار			(جيد جداً) سينما الفنار موقع مميز وذوق رفيع وانصح الجميع بمشاهدة الأفلام في هذه السينما والأسعار مقبوله والسينما موجوده داخل مجمع الفنار وهو راقي للغايه
Eygpet	Political	638	Negative				غير موافق
Eygpet	Political	839	Negative				حسبنا الله ونعم الوكيل فيكم
Saudi Arabia	Fashion	1721	Positive	نيو لوك			انا ماشترى منهم شئ لاكن لما اروح مع الاهل لسوق ويتسوقون منه اشوفه محل حلو وراقي واسعارهم من جد حلوه يعنى الاهل يشترون كل الى يبونه لبس واحذية واكسسوارات وكل شئ من مكان واحد واحلى محل لهم الى بالعثيم مول الى بالربوه
Jordan	Bakeries and Goodies	917	Negative	كارفور ماركت			نوعية الموظفين تختلف وكأنهم غير مدربين ويتعاملون بطريقة غير لطيفة .. اشتريت بعض مصابيح توفير الطاقة ماركة أوسرم سعر الواحدة 2.75 دينار وطلبت من الموظفين ومن ما يسمى مدير الوردية أن يتم تجربتها لأتأكد من صلاحيتها .. فقالوا لي هذه مكفولة .. جربها في البيت وإذا لم تكن صالحة أعدها.. قلت لهم أريد تجربتها هنا ففي أي محل صغير توجد هذه الخدمة البسيطة ولا تكلف شيئاً ولا أريد العودة مجدداً إلى هذا المول في حال أنها غير صالحة .. ولكن لم أخرج بنتيجة إيجابية .. عدا أن المحل غير مريح ومكركب ..  توجد بعض المرافق الصحية والحمامات في المول ولكنها قذرة..  يوجد كراج جديد يتكون من طابقين ..  أعتقد أنني لن أعود إليه إلا في حالة المضطر لسوء المعاملة وليس من أجل البضاعة..
Jordan	restaurants	5623	Negative	شاورما ريم			"""صيت ع الفاضي"" هيك رأيي باختصار في شاورما ريم .. أول شي المحل كتير صغير يعني خد ساندويشتك ""العينة"" والله معك .. بعدين العمال مصريين لا يراعون أدنى شروط النظافة .. دايما عجئة .. وع الفاضي .. الشاورما تبعته بتقعد ساعة وأنت تشد فيها لتقدر تمضعها وما بتقدر، وبالتالي ستضطر لبلعها مما سيسبب لك مغص شديد في البطن، ولا علبتين سفن بيقدروا يحلوا هالمشكلة .. ولا البصل اللي جوا الساندويشة يا حبيبي مش مستوى من مرة، ولا البندورة بحطلك مرات شرحات خربانة! من سلبياته كمان أنه جاي ع الكوربة ""اللفة"" ودايما الشارع ناحيته مسكر من كتر الأزمة .. سيارات فوق بعض كلها تتهافت للحصول على عينة من شاورما اللحمة .. ما بحبه بالمرة مع أنه أسعاره عادية وفي متناول الجميع."
Yemen	Political	922	Negative				نفس الكلام بكل خطاب يقوله مافي جديد بس رحنا معك يا دنبوع
Saudi Arabia	Bakeries and Goodies	753	Positive	بندور			  قبل 8 شهور السلام عليكم حبيت اليوم اخبركم عن تجربتي مع مخبز بان دور هو انشأ حديثا ولكنه حقق نجاحا واسعا وكل شي خاص بالحفلات العادية ممكن أن يوفروا لك ولديه الخبز طازج والايس كريم لذيذ والبيتي فور رائع والشوكولا مناسبه وكل اللي عنده روعة وأسعاره حلوه وان شاء الله اكون فدتكم وتعجبكم نصيحتي والى اللقاء مع نصيحة قادمة..
Saudi Arabia	shopping	377	Negative	مؤسسة نجمة المنهل التجارية			الموقع لا يخدم العميل كما يجب  لا ارقام الاداراه  لاارقام مندوبين لا ارقام المبيعات لا استفسارات لا شكاوى
Saudi Arabia	restaurants	5751	Negative	شيزان			الاكل جا دافي مو حار والملح قليل ان شاء الله اخر مرة اروح
Kuwait	shopping	5925	Positive	الكوت مول			  مول مبني على طراز حديث مستوحى من التراث يضم الكوت كل ما تحتاج اليه في مكان واحد، سوق للخضار والسمك، محلات أزياء واكسسوارات معروفة، مطاعم ومقاهي…لذا افضل الذهاب انا و عائلتي و الاصدقاء للتمتع و اللعب
Kuwait	Health care	4474	Positive	مستشفى الفروانية			(جيد جداً) انصح الجميع بهذه المستشفي التي تتمتع بالنظافه والنظام عن تجربتي معها فقددخلت بابني الي هذه المستشفي ووجدت بها اهتمام ورعايا لم اجدها في غيرها من المستشفيات ونظافه من اصغر عامل الياكبر طبيب وحسن رعاياويوجد بقسم الاطفال غرفه للكمام تتسع لحوالي ١٥طفل ويوجد ٥ غرف للكشف والعديد من الممرضات لتقديم الخدمات للاطفال
Saudi Arabia	restaurants	3315	Positive	غوار			  قبل 11 شهر احب اني اروح واخذ من عندهم السندويشات الشوارما والمعجنات ذات المذاق اللذيذ وبعد عندهم مقبلات مرة طعمة الاسعار زينة واكثر شي مشهورين فيه بعد عجينة السمبوسة مرة تهبل عندهم انا انصح فيهم
Kuwait	shopping	5978	Positive	سوق المباركية			  سوق المباركية آفضل مكان لبيع قطايف العصافيري و هي من اشهر الاكلات السورية يوجد سوق المباركية في مدينة الكويت - العاصمة و شكرا
Saudi Arabia	restaurants	3292	Positive	عمو حمزة			(جيد جداً) قبل سنة واحدة المطعم عن تجربة رائع، ولكن يعيبه أسعاره المرتفعه قليلاً، اعتدنا طلب الفتوش في كل مره نقوم بالطلب منه.
	Software	459	Negative		2.0	Hangout	مسحوب عليه والله البرنامج مسحوب عليه عندي اكثر من 300 جهة اتصال ولا واحد يستخدمه انا شاري الجلكسي صارلي سنة ولقيته بالصدفه وفتحته
Kuwait	Fashion	4311	Positive	نوران			  من المحلات الراقية في دولة الكويت حيث يضم مجموعة من الاكسسوارات والحقائب والايشاربات بمختلف الاشكال والألوان ترضي جميع الأذواق منها عالية الجودة ومنها اقل مستوى، بالنسبة للأسعار مرتفعة نوعا ما ولكن يتميز بتقديم العروض في موسم التخفيضات ولديه فروع عديدة في الكويت
Kuwait	entertainment	4242	Positive	شاطئ أنجفة			(سيء جداً جداً) شاطئ أنجفة يقع مقابل منطقة سلوى نهاية الدائري السادس اتجاه السالمية و البحر ، عندما تصطف بسيارتك تظن أنك مقبل على مكان جميل ، فالأشجار قبل الشاطئ تعطي إحساسا خاطئا ، الشاطئ مهمل جدا ، و قذر جدا ، و رائحته سيئة جدا ، لا أعرف كيف يكون هذا الشاطئ قريبا من أمكان سياحية أخرى كقصر النخيل و غيره على امتداد نفس الشارع ، المكان يعاني من الإهمال الشديد رغم أن الزائر يجد فيه فرصة جيدة للتنزه لمكانه و إطلالته على البحر .... نرجو من وزارة الأشغال و السياحة أن تنتبه إليه ... فلا يجوز أن نرى هذا الإهمال في الكويت .
Jordan	restaurants	5563	Negative	مطعم زوار			انا رحت عليه قبل فترة مكان القعدة حلوة بس غالي كتير ومابستاهل ابدا والمشاوي عنده موطيبة ابدا والخدمة مو كتير مابنصح فيه
Jordan	Bakeries and Goodies	954	Negative	كنافه عل الفحم			"بصراحه طعم مششششششش زاكي بالمره .. بشبه كل اشي إلا الكنافه ... يعني كفكره عجبتني انه عالفحم .. بس على ما اعتقد لازم يزبط الطعمها اكتر حرام لأنه الفكره كثير منيحه و الطعم "" بقلعط """
Eygpet	Political	770	Negative				كفايه بقا البلد خربت كفايه
Jordan	restaurants	5631	Negative	مطعم طواحين الهوا			خدمة و مكان مش كتير بالمرة
Eygpet	Political	321	Positive				موافق
Kuwait	restaurants	5122	Negative	كنتاكي فرايد تشيكن			سئ وغير صحي وكله سموم
Jordan	restaurants	5324	Negative	هاشم			مطعم شعبي في منطقه شعبيه
	Software	12	Negative		1.0	Facebook	تحديث كل يوم تحديث ومش شايف فيه جديد وفيه مشكلة مش بتتحل ليه لما بنزل صوره على الفيس ليه بيدخل على الصوره علطول المفروض يدخل على الاستوديو
Saudi Arabia	entertainment	1519	Negative	مدينة الحكير الترفيهيه			زحممممممه جدا والناس دمرتها وصخوها وكسروها
Yemen	Political	537	Positive				الرئيس كلامه اليوم ينطلق من دافع الثقه بالنفس و بالقدرات
	Software	338	Positive		5.0	Tango 	برنامج رائع جدا جدا صوت وصورة جودة عالية احسنتم ولوفيه اكتر بعطيكم ١٠٠ نجمه
Jordan	restaurants	5353	Negative	هاشم			مطعم هاشم زرته كثير ببساطة مجرد سيط و سمعة مش اكثر اكله بالمرة مش مميز و خدمته اسوأ خدمة بتصادفني...يعني ممكن خدمة كشك بسيط عالرصيف تكون احسن المعاملة في غاية التكبر والتجبر لا انصح به على الاطلاااااااق
Saudi Arabia	restaurants	3116	Positive	ست الشام			  قبل 10 شهور انصح بزيارته بشهر رمضان لان اجوائه تكون احلا وانه مكان رائع بتصاميمه الشاميه والبحره القديمه ويتميز بالبوفيه المفتوح عن غيره بتقديمه لجميع الشوربات والماكولات الشاميه وانه ممتاز جدا بالنظافه وسريع بتلبية الطلبات ومن وجهة نظري انهلاينقصه شي لانه كامل مكمل.
Saudi Arabia	restaurants	3870	Positive	مكاني			  قبل سنة واحدة اسعد الله اوقاتكم بكل خير السمبوسه بصراحه انا اكلها اكثر شي من البيت ولكن اوقات يكون لها نكهه خاصه من برا يعني مره في الاسبوع ولما ابحث لابد اني ادور على الطعم وعلى النظافه والجوده وانا من الناس اللي احب اخذ السمبوسه من مكاني بصراحه كل شخص وله ذوق وانا اقدر واحب اللي يعملها مكاني سعرها مناسب جداً وطعمها رايق ويجنن انصحكم تجربوها ولا راح تندمون تحياتي للجميع ...
Jordan	Bakeries and Goodies	940	Negative	شي هيلدا			اشتريت منهم معجنات اليوم وطلعوا معفنين (عليهم عفن اخضر) قال مشانهم من امبارح !!! هما اصلاً كيف بيبعو معجنات من امبارح !! يعني محل في صويفية وغالي وبيبيعو معجنات من قبل بيوم !!!
	Software	851	Positive		5.0	Viber	اتمنى ان يكون زي زمان مكالمات وفديو وكان التواصل فيه جيد جدا واشكر الذين ساهموا في هذا البرنامج الرائع لخدمة التواصل الاجتماعي..راجيا احترام الخصوصية ..مع تمنياتي لهم بالتوفيق .
Saudi Arabia	hotels	2301	Positive	فندق ماريوت			(جيد جداً) قبل سنة واحدة فندق مميز من ناحية الموقع ، انا من سكان الرياض لكني احيانا مايمنع اني اروح واخذ يوم هناك ، هادي جدا ، اللوبي يفتح النفس ،البوفيه عنده مميز خصوصا شهر رمضان ، صالات الاجتماعات وصالات ورش العمل جدا مهيأه بحكم التجربه ، اتمنى اني افدتكم وشكرا ..
Yemen	Political	925	Negative				انت مشكله عدن ياعبدروبه خبط البلاد فوق وتحت الناس يموتون إلى يومنا هذا لاكهرباء إلا مياه لا رواتب الحر ذق الكيل .....!!!
Eygpet	Political	833	Negative				يا خراب بيتك
Saudi Arabia	restaurants	2735	Positive	القرية النجدية			  قبل سنة واحدة والله انا من سمعت المحل جربتة والله عليه مثل ما سمعت عنه واكثر من كذا الخدمة روعة والطعام رائع والجلسات من جد فيه كانت بقمة الروعة والخيال انا بصراحة احب اعيد التجربة مرة ثانية
	Software	57	Negative		1.0	Instagram	عندي مشكلة بذات بحساب المشاهير لاجيت اكتب بالكومنت وارسلتها ماتروح ، يجيني كلام بالانقليزي وتحت مكتوب اوكي او ابلاغ عن هذه المشكلة . فهنا انا مااقدر ارسل الرسالة بالكومنت . ارجو اصلاح هذه المشكلة . لاني لست الاولى ولا الاخيرة ممن يعانون من هذه المشگلة .
Saudi Arabia	hotels	2192	Positive	فندق المتحف البحري			  قبل سنة واحدة من شهر كنا معزومين كل العيله مع بعض يعني اجتماع العيله السنوي وكان فيه حنا دايما نخلى باستراحه لاكن عمى الكبير فضل التغير السنه هذه وكان رايق مرة الخدمه والفندق يفتح النفس مافى مكان فيه ماتلاقي شئ غريب يشدك تناظرله والاكل طعمه جناااااااااان وتحس بهدوء حتى العيال الصغار تستغرب كيف سكتو وماعملو دوشة كل واحد قاعد عند حوض سمك يناظر فيه
Kuwait	Fashion	4299	Positive	سنتربوينت			  بعشق شي اسمه سنتربوينت وعندي ولع كتير كتير كتير كبير فيه . من ألبسة وأكسسوارت للبيت اكسسوارات الزينة ادوات المطبخ الفرش الأثاث يعني شو بدي قول ، مكان جامع من كل شي . وين مارحت بحكي عنه يعني لو كنت من المؤسسين او المالكين لهل المحل ما بحكي عن هيك . وبعدين الموظفين ناس ذوق وروعة بالتعامل والخدمة ، بتمنى يبقى بهل التألق والتنوع وإلى مزيد من الأزدهار والنجاح
Saudi Arabia	hotels	2328	Positive	فندق مينا			  قبل سنة واحدة بصراحة لم اجرب غير هذا الفندق في رمضان واعجبني جدا جلساته والمأكرولات التي يتم تقديمها، بالاضافة الى اسعاره المعقولة والتي تناسب الجميع،، والذ شيء يقدمونه الشاورما العربية.
Saudi Arabia	Fashion	1840	Negative	مانجو			غاااااااااااااااااااااااااااالي غالي غالي غالي غالي غالي جدا!
Saudi Arabia	Financial Services	4392	Positive	مصرف الراجحي			بصراحه مصرف الراجحي مصرف اسلامي كثر الله من امثالهم والخدمات فيه جيده امي رااحت تفتح حساب والحمدلله كانت الاجراءات سهله وسريعه ونطمح للافضل لهذا البنك المتميز من تطوير وغير ذلك ....والسلام
Eygpet	Political	862	Negative				الشعب جيلك النهرضة
Jordan	hotels	4840	Negative	هوليداي إن عمان			سكنت في الفندق اربع ليال في شهر يونيو 2012 وكنت قد حجزت عن طريق الانترنت ومكتوب انه على طريق المدينة وهو غير صحيح . لم يعطوني الغرفة التي طلبتها عند الحجز . اثاث الفندق وفرشه ومظهر ممرات الغرف ليست لفندق خمس نجوم . خلال افطاري في مطعم الطابق الارضي وهو بوفيه لاحظت وجود اشياء في كوب الحليب الساخن وابلغت المسئول فاعتذر ومظهر المطعم واواني الطعام غير جيدة ولا تتناسب مع اسعار الغرف . تعامل العاملين ممتاز . تتوفر جميع الاشياء التي توضع في الحمام من صابون وشامبو وأمواس حلاقة وفرشاة اسنان وغيرها . الانترنت غير مجاني مثل بقية فنادق عمان . اجراءات الاستقبال عند الدخول وعند مغادرة الفندق سريعة ، سيارات التاكسي التي تقف امام الفندق تغالي في اسعارها . لاأنصح بالسكن فيه لأنه مصنف وأسعاره فندق خمس نجوم وهو لا يتجاوز اربعة نجوم أو اقل
Saudi Arabia	Bakeries and Goodies	795	Positive	كاندي راش			المحل هذا رحتله مع قريبتي تجهز حفلة عيالها بالمدرسه وتاخذ هدايا للاولاد زهلت من جمال المحل مالوم الاطفال لو دخلو المحل ومايبغو يخرجو انا كبيره وماعرفت اخذ ايش واخلى ايش العاب وتجهيزات حفلات وحلويات وبوب كورن وعصائر الصراحه المحل خرافي وغير كذا طريقة عرضهم واستقبالهم لزبون واسعارهم ماشفتها غاليه تجهيز الحفلة بالكامل ل30 طفل 550 ريال
Yemen	Political	455	Positive				من يسب الرئيس فهو خأن وله مصالح فأشله
	Software	340	Positive		5.0	Tango 	برنامج تمام ممتاز جدا جدا جدا جدا واللهي انا ممكن بقالي 2 شهر مش عارف اكلم حد والحمد لله لما حملت برنامج تانجو ميه ميه
Qatar	hotels	6323	Positive	منتجع شاطئ سيلين			  جميل...رائع.... سيران طتير حلو الروحة لهنيك وخاصة مع حفلة مشاوي مرستقة يكون فيها شوي سمك مع العصافير...ونكملها بسهرة على ضوء القمر مع سماع موج البحر مقارنة مع سكون الصحراء....وعلى غفلة بنص الحفلة يطلع عليك ثعلب أحمر يفاجئك ما تعرف شوهاد حتى يقلك عليه واحد من أهل الديرة وترجع ويتطمن قلبك وترجع لسيران بس يا شباب الرجاء هنا....الطريق الى سيلين سيئة للغاية الطريق يا شباب الخير الطريق....الطريق
	Software	436	Positive		5.0	Hangout	Mr. X تطبيق جميل في التواصل عبر مكالمات ورسائل ومكالمات فيديو مجانية نفس تطبيق واتس اب وفايبر انصح الكثير باستخدامة
	Software	18	Negative		1.0	Facebook	تركيا انصحكم لاتنزلو هالبرمامج لأنو زبالة زبالة زبالة ومايسوى فرنك هاذا موتحديث هاذا تجحيش وهاي 5نجوم موللبرنامج مايستاهل شي بس هاي منشان ماحدا يتورط مثلي
Qatar	restaurants	6548	Positive	هارديز			(جيد جداً) المطعم غني عن الوصف والكلام لانو معروف بنظافته واسعاره وسندويشاته اللذيذة ... ازكى ساندويش عنده بورتوبيللو ماشروم المفضلة عندي واززززكى شي من عند هارديز بالنسبة لي ... جربوها خصوصا ازا كنتوا من عشاق المشروم
Jordan	restaurants	5384	Negative	أبو جبارة			الذين اكلوا حمص وفول بالتتبيلة أصيبوا بالتهاب معوي. الأسعار جنونية وغير مبررة والاسوأ انهم أضافوا أشياء لم تطلبها على الفاتورة وعندما نبهناهم اعتذرواااا شيء معيب في مكان كهذا
	Software	492	Negative		1.0	Hangout	فاشل ولي يغلط علي بهذا البرنامج التافه من اريدامسحة ما ينمسح
Saudi Arabia	restaurants	2730	Positive	القرية النجدية			  قبل سنة واحدة اعجبني كاديكور تراثي جمل لاكن كاخدمات سيء جداا ومبالغ بسعره مقارنة با المطاعم الشعبية الاخرى
Saudi Arabia	restaurants	2609	Positive	الرومانسية			  قبل سنة واحدة مطعم نظيف ورااايق ومجلسهاااا جميلة جدا واطعمتهاااا لذيذة ورخيصه جدا الكل يدخله ويشتري منه الكثيرررر.. ذهبة يوم الاجازة الوسطانية فكان زحيم كثيروا من زبائن والله يكثر خيرهم ان شاءالله ... وانااا اعجبني اكثر شي المثلوثة والدجاج المحمر ... وبالهنااا والعافية لكل من يأكلوا من مطعم الرومانسية...
Eygpet	Political	260	Positive				وعد فأوفى
